scene_id,cloudy,clear,split
R018_T49UFT_300,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49UFT\300.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49UFT\300.tif,val
R108_T31SEA_209,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\209.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\209.tif,val
R116_T55HBC_405,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\405.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\405.tif,val
R131_T53LKF_762,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R131_T53LKF\762.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R131_T53LKF\762.tif,val
R048_T43TFM_97,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R048_T43TFM\97.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R048_T43TFM\97.tif,val
R096_T19KES_618,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R096_T19KES\618.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R096_T19KES\618.tif,val
R069_T14QMG_751,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\751.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\751.tif,val
R078_T37TDE_363,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\363.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\363.tif,val
R056_T10UFB_611,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\611.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\611.tif,val
R124_T22LDP_195,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\195.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\195.tif,val
R133_T45RZJ_707,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\707.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\707.tif,val
R136_T33QVC_515,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\515.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\515.tif,val
R056_T10UFB_193,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\193.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\193.tif,val
R031_T56VLM_521,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R031_T56VLM\521.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R031_T56VLM\521.tif,val
R105_T44SMG_391,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R105_T44SMG\391.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R105_T44SMG\391.tif,val
R107_T37VCC_164,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\164.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\164.tif,val
R005_T48XWK_772,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\772.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\772.tif,val
R060_T53UMP_248,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\248.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\248.tif,val
R005_T48XWK_588,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\588.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\588.tif,val
R056_T10UFB_245,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\245.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\245.tif,val
R060_T53UMP_359,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R060_T53UMP\359.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R060_T53UMP\359.tif,val
R124_T22LDP_665,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\665.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\665.tif,val
R118_T48PXU_594,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R118_T48PXU\594.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R118_T48PXU\594.tif,val
R136_T33QVC_520,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\520.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\520.tif,val
R019_T43PGQ_548,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R019_T43PGQ\548.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R019_T43PGQ\548.tif,val
R065_T33VWC_212,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T33VWC\212.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T33VWC\212.tif,val
R018_T48RXT_415,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T48RXT\415.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T48RXT\415.tif,val
R003_T52SCF_252,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\252.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\252.tif,val
R096_T19HCC_485,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R096_T19HCC\485.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R096_T19HCC\485.tif,val
R135_T36MWA_362,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R135_T36MWA\362.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R135_T36MWA\362.tif,val
R073_T55KGP_67,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R073_T55KGP\67.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R073_T55KGP\67.tif,val
R116_T55HBC_263,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\263.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\263.tif,val
R114_T09WWQ_184,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\184.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\184.tif,val
R108_T30QXD_339,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\339.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\339.tif,val
R075_T50TMK_761,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\761.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\761.tif,val
R049_T38QNL_149,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R049_T38QNL\149.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R049_T38QNL\149.tif,val
R124_T22LDP_363,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\363.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\363.tif,val
R005_T48XWK_691,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\691.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\691.tif,val
R055_T13SGT_610,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R055_T13SGT\610.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R055_T13SGT\610.tif,val
R107_T37VCC_57,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\57.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\57.tif,val
R122_T33UWQ_443,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\443.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\443.tif,val
R035_T35LQJ_435,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\435.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\435.tif,val
R136_T33QVC_584,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\584.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\584.tif,val
R078_T37TDE_404,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\404.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\404.tif,val
R056_T10UFB_769,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\769.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\769.tif,val
R011_T18TWL_698,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R011_T18TWL\698.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R011_T18TWL\698.tif,val
R003_T52SCF_519,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\519.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\519.tif,val
R078_T37TDE_157,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\157.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\157.tif,val
R051_T30SXJ_420,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\420.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\420.tif,val
R078_T37TDE_195,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\195.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\195.tif,val
R073_T55KGP_435,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R073_T55KGP\435.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R073_T55KGP\435.tif,val
R078_T37TDE_73,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\73.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\73.tif,val
R078_T37TDE_186,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\186.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\186.tif,val
R022_T32RLR_393,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R022_T32RLR\393.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R022_T32RLR\393.tif,val
R031_T56VLM_404,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R031_T56VLM\404.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R031_T56VLM\404.tif,val
R051_T30SXJ_79,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\79.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\79.tif,val
R118_T48PXU_120,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R118_T48PXU\120.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R118_T48PXU\120.tif,val
R107_T37VCC_350,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\350.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\350.tif,val
R051_T31TDM_92,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\92.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\92.tif,val
R022_T32RLR_400,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R022_T32RLR\400.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R022_T32RLR\400.tif,val
R035_T35LQJ_732,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\732.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\732.tif,val
R065_T32TNT_239,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T32TNT\239.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T32TNT\239.tif,val
R108_T31SEA_330,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\330.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\330.tif,val
R056_T10UFB_572,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R056_T10UFB\572.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R056_T10UFB\572.tif,val
R051_T29PPP_240,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T29PPP\240.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T29PPP\240.tif,val
R005_T48XWK_752,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\752.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\752.tif,val
R018_T47NPF_547,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T47NPF\547.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T47NPF\547.tif,val
R021_T36RUU_145,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\145.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\145.tif,val
R137_T30STJ_175,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30STJ\175.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30STJ\175.tif,val
R069_T14QMG_598,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\598.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\598.tif,val
R046_T54WWC_538,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R046_T54WWC\538.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R046_T54WWC\538.tif,val
R018_T49UFT_524,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T49UFT\524.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T49UFT\524.tif,val
R073_T55KGP_417,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R073_T55KGP\417.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R073_T55KGP\417.tif,val
R035_T35LQJ_461,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R035_T35LQJ\461.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R035_T35LQJ\461.tif,val
R051_T31TDM_219,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\219.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\219.tif,val
R018_T48RXT_349,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R018_T48RXT\349.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R018_T48RXT\349.tif,val
R121_T34JCM_345,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\345.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\345.tif,val
R078_T37TDE_740,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\740.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\740.tif,val
R124_T22LDP_438,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R124_T22LDP\438.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R124_T22LDP\438.tif,val
R019_T43PGQ_412,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R019_T43PGQ\412.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R019_T43PGQ\412.tif,val
R122_T33UWQ_77,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\77.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\77.tif,val
R055_T13SGT_223,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R055_T13SGT\223.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R055_T13SGT\223.tif,val
R119_T46VDH_250,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R119_T46VDH\250.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R119_T46VDH\250.tif,val
R051_T31TDM_228,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T31TDM\228.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T31TDM\228.tif,val
R134_T44WPA_90,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R134_T44WPA\90.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R134_T44WPA\90.tif,val
R051_T30SXJ_783,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T30SXJ\783.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T30SXJ\783.tif,val
R021_T36RUU_306,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\306.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\306.tif,val
R136_T33QVC_199,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\199.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\199.tif,val
R137_T30STJ_37,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30STJ\37.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30STJ\37.tif,val
R032_T49QGF_420,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R032_T49QGF\420.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R032_T49QGF\420.tif,val
R073_T55KGP_341,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R073_T55KGP\341.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R073_T55KGP\341.tif,val
R133_T48VWP_470,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T48VWP\470.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T48VWP\470.tif,val
R065_T32TNT_179,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R065_T32TNT\179.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R065_T32TNT\179.tif,val
R069_T14QMG_215,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R069_T14QMG\215.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R069_T14QMG\215.tif,val
R022_T32RLR_318,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R022_T32RLR\318.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R022_T32RLR\318.tif,val
R007_T33LUC_743,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R007_T33LUC\743.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R007_T33LUC\743.tif,val
R116_T55HBC_71,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\71.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\71.tif,val
R008_T30RYV_691,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R008_T30RYV\691.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R008_T30RYV\691.tif,val
R122_T33UWQ_78,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\78.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\78.tif,val
R051_T29PPP_667,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T29PPP\667.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T29PPP\667.tif,val
R136_T33QVC_230,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\230.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\230.tif,val
R116_T55HBC_521,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R116_T55HBC\521.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R116_T55HBC\521.tif,val
R141_T13TEE_760,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R141_T13TEE\760.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R141_T13TEE\760.tif,val
R075_T50TMK_525,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R075_T50TMK\525.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R075_T50TMK\525.tif,val
R131_T53LKF_29,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R131_T53LKF\29.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R131_T53LKF\29.tif,val
R110_T20KQB_687,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\687.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\687.tif,val
R051_T29PPP_200,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R051_T29PPP\200.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R051_T29PPP\200.tif,val
R136_T33QVC_455,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R136_T33QVC\455.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R136_T33QVC\455.tif,val
R110_T20KQB_117,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\117.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\117.tif,val
R078_T37TDE_18,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R078_T37TDE\18.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R078_T37TDE\18.tif,val
R003_T52SCF_689,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\689.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\689.tif,val
R110_T20KQB_592,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\592.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\592.tif,val
R122_T33UWQ_272,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\272.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\272.tif,val
R121_T34JCM_701,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R121_T34JCM\701.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R121_T34JCM\701.tif,val
R107_T37VCC_210,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\210.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\210.tif,val
R033_T46TDK_267,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R033_T46TDK\267.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R033_T46TDK\267.tif,val
R114_T09WWQ_1,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\1.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\1.tif,val
R046_T54WWC_435,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R046_T54WWC\435.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R046_T54WWC\435.tif,val
R107_T37VCC_323,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\323.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\323.tif,val
R110_T20KQB_667,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R110_T20KQB\667.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R110_T20KQB\667.tif,val
R122_T33UWQ_35,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R122_T33UWQ\35.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R122_T33UWQ\35.tif,val
R133_T45RZJ_95,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R133_T45RZJ\95.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R133_T45RZJ\95.tif,val
R003_T52SCF_647,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R003_T52SCF\647.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R003_T52SCF\647.tif,val
R005_T48XWK_457,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R005_T48XWK\457.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R005_T48XWK\457.tif,val
R105_T44SMG_459,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R105_T44SMG\459.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R105_T44SMG\459.tif,val
R053_T20LMR_365,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R053_T20LMR\365.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R053_T20LMR\365.tif,val
R108_T30QXD_746,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\746.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\746.tif,val
R117_T51KVR_757,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R117_T51KVR\757.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R117_T51KVR\757.tif,val
R108_T31SEA_75,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T31SEA\75.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T31SEA\75.tif,val
R114_T09WWQ_289,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R114_T09WWQ\289.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R114_T09WWQ\289.tif,val
R026_T15SYC_512,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R026_T15SYC\512.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R026_T15SYC\512.tif,val
R021_T36RUU_735,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R021_T36RUU\735.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R021_T36RUU\735.tif,val
R107_T37VCC_466,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R107_T37VCC\466.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R107_T37VCC\466.tif,val
R108_T30QXD_206,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R108_T30QXD\206.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R108_T30QXD\206.tif,val
R026_T15SYC_394,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R026_T15SYC\394.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R026_T15SYC\394.tif,val
R137_T30STJ_371,C:\Users\Chaitanya\Downloads\train\cloudDNclips\10m\R137_T30STJ\371.tif,C:\Users\Chaitanya\Downloads\train\clearDNclips\10m\R137_T30STJ\371.tif,val
